location_prefix,count
长葛市老城镇和平社区,250
长葛市石固镇朝阳村,122
长葛市大周镇赵庄村,123
长葛市大周镇小谢庄村,105
长葛市大周镇大周村,221
长葛市大周镇和尚杨村,118
长葛市大周镇双庙李村,116
长葛市和尚桥镇于井村,116
长葛市后河镇后河村,165
镇平县贾宋镇车站路北段,131
镇平县贾宋镇车站路,474
镇平县贾宋镇文化市场,871
镇平县贾宋镇华鑫市场,244
镇平县贾宋镇华星市场,1454
镇平县老庄镇寺庄街,110
镇平县石佛寺镇玉博苑市场,115
镇平县石佛寺镇玉之友商贸城,590
镇平县石佛寺镇榆树庄批发市场,132
镇平县石佛寺镇新民路,130
镇平县石佛寺镇宝玉城,187
镇平县石佛寺镇国际玉城,117
镇平县曲屯镇曲屯街,121
镇平县建设大道东段,103
铁门镇庙头村,104
金水区金水路,126
金水区南阳路,179
金水区优胜南路,117
鄢陵县只乐镇西只乐村,101
郾城区龙城镇大军王村,287
郾城区龙城镇十五里店村,124
郾城区黄河路西段,173
郾城区黄河路中段,1302
郾城区黄河中段,130
郾城区辽河路西段,478
郾城区辽河路,259
郾城区裴城镇裴城村,103
郾城区裴城镇苏侯村,190
郾城区裴城镇三丁村,203
郾城区舟山路中段,465
郾城区淞江街道香陈湾村,354
郾城区淞江街道英张社区,415
郾城区淞江街道小赵村,191
郾城区海河路西段,173
郾城区海河路中段,216
郾城区沙北黄河路中段,115
郾城区沙北崂山路中段,107
郾城区李集镇魏李村,120
郾城区李集镇陈西村,150
郾城区李集镇陈东村,120
郾城区李集镇郭东村,101
郾城区李集镇老集村,210
郾城区李集镇潘付刘村,104
郾城区李集镇李集村,418
郾城区李集镇大宋村,336
郾城区李集镇位李村,110
郾城区李集乡李集村,172
郾城区新都市场,156
郾城区新店镇闫李村,250
郾城区新店镇薛庄村,197
郾城区新店镇游庄村,144
郾城区新店镇春庄村,107
郾城区新店镇新店村,484
郾城区新店镇尧河庙村,149
郾城区新店镇周石黄村,237
郾城区新店镇前丁村,210
郾城区崂山路中段,104
郾城区孟庙镇路堂村,283
郾城区孟庙镇潘北村,115
郾城区孟庙镇沈赵村,138
郾城区孟庙镇杜李村,299
郾城区孟庙镇新郑村,226
郾城区孟庙镇坡陈村,160
郾城区孟庙镇八里村,473
郾城区孟庙镇三周村,176
郾城区商桥镇大杨村,101
郾城区商桥镇商南村,356
郾城区商桥镇商东村,147
郾城区商桥镇刘孟村,132
郾城区井冈山路,138
郸城县钱店镇王君庄村,293
郸城县钱店镇张寨,145
郸城县钱店镇孙堂村一组,118
郸城县钱店镇前杨集一组,128
郸城县钱店镇前杨集,300
郸城县胡集乡胡集村,115
郸城县胡集乡罗屯,153
郸城县胡集乡武河沟村,165
郸城县胡集乡晋岗村,194
郸城县胡集乡大任庄,490
郸城县胡集乡史桥村,203
郸城县白马镇白马集,641
郸城县白马镇电商产业园D栋第五排,115
郸城县白马镇电商产业园C栋三排,135
郸城县白马镇电商产业园C栋,184
郸城县白马镇电商产业园B栋第,160
郸城县白马镇电商产业园B栋三排,150
郸城县白马镇电商产业园A栋第,458
郸城县白马镇刘楼行政村刘楼村,254
郸城县汲冢镇郑集村,122
郸城县汲冢镇徐洼村,131
郸城县汲冢镇孙庄村,107
郸城县汲冢镇史庄村,201
郸城县汲冢镇,239
郸城县宜路镇王康楼村一组,216
郸城县宜路镇牛庄村一组,185
郸城县宜路镇段庄村一组,478
郸城县宜路镇左庄村一组,240
郸城县宜路镇前陈村一组,138
郸城县宜路镇刘老庄村一组,112
郸城县宜路镇三里村一组,183
郸城县宁平镇梁崔村,200
郸城县宁平镇杨中楼村,214
郸城县城郊乡,408
郸城县城关镇支农路,233
郸城县城丹成大道,165
郸城县吴台镇段岭集,118
郸城县吴台镇杨河湾村,118
郸城县吴台镇晋菜园,193
郸城县吴台镇孙楼村,216
郸城县南丰镇宋庄村,263
郸城县南丰镇商贸城,163
郸城县久鸿农贸市场西区,202
郸城县万洋魅力广场,158
郑州高新技术产业开发区长椿路,663
郑州高新技术产业开发区银屏路,163
郑州高新技术产业开发区金梭路,483
郑州高新技术产业开发区西四环,125
郑州高新技术产业开发区西三环路,406
郑州高新技术产业开发区西三环,145
郑州高新技术产业开发区莲花街,664
郑州高新技术产业开发区翠竹街,572
郑州高新技术产业开发区红叶路,109
郑州高新技术产业开发区科学大道,820
郑州高新技术产业开发区电厂路,422
郑州高新技术产业开发区瑞达路,486
郑州高新技术产业开发区玉兰街,231
郑州高新技术产业开发区梧桐街,187
郑州高新技术产业开发区枫杨街,116
郑州高新技术产业开发区冬青街,377
郑州高新技术产业开发区五龙口南路,122
郑州高新区长椿路,618
郑州高新区银屏路,277
郑州高新区金菊街,117
郑州高新区金梭路,335
郑州高新区郁香路,115
郑州高新区迎春街,242
郑州高新区莲花街,340
郑州高新区翠竹街,416
郑州高新区红叶路,179
郑州高新区科学大道,408
郑州高新区电厂路,487
郑州高新区瑞达路,564
郑州高新区玉兰街,290
郑州高新区牡丹路,114
郑州高新区漳河路,106
郑州高新区梧桐街,106
郑州高新区枫杨街,271
郑州高新区朗悦公园茂U-,107
郑州高新区国槐街,239
郑州高新区合欢街,168
郑州高新区冬青街,248
郑州高新区五龙口南路,136
郑州高新区万达广场室内步行街,130
郑州航空港区龙港办事处八岗村,427
郑州航空港区鑫荣中央金地A,222
郑州航空港区豫康新城,399
郑州航空港区沃金商业广场商业,108
郑州航空港区沃金商业广场,290
郑州航空港区新港办事处航南新城,118
郑州航空港区张庄办事处张庄村西街,190
郑州航空港区张庄办事处张庄村南街,461
郑州航空港区张庄办事处张庄村北街,170
郑州航空港区张庄办事处张庄村东街,157
郑州航空港区张庄办事处张庄村,343
郑州航空港区张庄办事处张庄南街,121
郑州航空港区富鑫公寓,202
郑州航空港区华鸿小区,196
郑州航空港区北港商业中心,116
郑州航空港区冯堂办事处冯堂村,131
郑州航空港区三官庙办事处三官庙村,397
郑州航空港区,207
郑州经济技术开发区航海东路,2183
郑州经济技术开发区经南二路,124
郑州经济技术开发区经南九路,121
郑州经济技术开发区经北二路,770
郑州经济技术开发区经北一路,181
郑州经济技术开发区第八大街,224
郑州经济技术开发区第五大街,203
郑州经济技术开发区第二大街,104
郑州经济技术开发区第三大街,188
郑州经济技术开发区第七大街,142
郑州经济技术开发区潮河办事处第十四大街,149
郑州经济技术开发区潮河办事处第十五大街,149
郑州经济技术开发区潮河办事处第十三大街,163
郑州经济技术开发区正商经开广场,135
郑州经济技术开发区朝凤路,287
郑州经济技术开发区商英街,169
郑州经济技术开发区京航办事处蒋冲村,191
郑州经济技术开发区京航办事处大孙庄村,142
郑州经济技术开发区九龙办事处芦医庙大街,132
郑州经济技术开发区九龙办事处新亚社区芦医庙大街,155
郑州市高新区科学大道,119
郑州市金水区黄河路,2134
郑州市金水区顺河路,592
郑州市金水区青年路张庄社区,462
郑州市金水区青年路,307
郑州市金水区陈砦花卉市场盆花区,113
郑州市金水区鑫苑路,560
郑州市金水区鑫苑西路,305
郑州市金水区金水路,2294
郑州市金水区金杯路,108
郑州市金水区郑花路,3072
郑州市金水区郑汴路陈砦花卉商场,122
郑州市金水区郑汴路,855
郑州市金水区贾鲁河南路,396
郑州市金水区贾鲁河北路,175
郑州市金水区西里路,137
郑州市金水区西太康路,489
郑州市金水区英协路,369
郑州市金水区花园路西、农科路北,108
郑州市金水区花园路与天伦路交叉口花园茶城,121
郑州市金水区花园路,3938
郑州市金水区花园北路,353
郑州市金水区翠花路,406
郑州市金水区群英路,275
郑州市金水区群办路,109
郑州市金水区经六路,135
郑州市金水区经八路,464
郑州市金水区经五路,852
郑州市金水区经二路,135
郑州市金水区经三路北段,196
郑州市金水区经三路北,1355
郑州市金水区经三路,1422
郑州市金水区经三北路,243
郑州市金水区经七路,656
郑州市金水区经一路北,183
郑州市金水区经一路,124
郑州市金水区纬四路,280
郑州市金水区纬五路,722
郑州市金水区纬二路,173
郑州市金水区纬三路,103
郑州市金水区纬一路,162
郑州市金水区红旗路,555
郑州市金水区红专路,1107
郑州市金水区紫荆山路,616
郑州市金水区索凌路,944
郑州市金水区科技市场百脑汇,148
郑州市金水区科技市场电子大厦,152
郑州市金水区福彩路,424
郑州市金水区福元路,187
郑州市金水区玉凤路,379
郑州市金水区渠东路与水科路交叉口向东,127
郑州市金水区海滩街,155
郑州市金水区沙口路,1435
郑州市金水区水科路,142
郑州市金水区民航路,295
郑州市金水区林科路,268
郑州市金水区杨金路,179
郑州市金水区未来路,250
郑州市金水区未来大道,162
郑州市金水区朝阳路,135
郑州市金水区普庆路,392
郑州市金水区晨旭路,400
郑州市金水区文博西路,361
郑州市金水区文博东路东、东风路南,132
郑州市金水区文博东路,286
郑州市金水区文化路,4623
郑州市金水区文化北路,1213
郑州市金水区政六街,314
郑州市金水区政七街,439
郑州市金水区建业路建业城市花园,101
郑州市金水区建业路,140
郑州市金水区广电南路,259
郑州市金水区嵩山北路,112
郑州市金水区岗杜街,135
郑州市金水区岗杜北街,140
郑州市金水区宏达路宏达国际车业广场,280
郑州市金水区宏达路,129
郑州市金水区宏达街,496
郑州市金水区宏祥路,148
郑州市金水区宏泰路,150
郑州市金水区宏康路,361
郑州市金水区宋砦小区,373
郑州市金水区孟砦北街,101
郑州市金水区姚砦路,459
郑州市金水区天明路,1250
郑州市金水区天伦路,439
郑州市金水区城北路,152
郑州市金水区城东路,260
郑州市金水区国基路,3712
郑州市金水区园田路,821
郑州市金水区同乐路,169
郑州市金水区双铺路,149
郑州市金水区卫生路,705
郑州市金水区博颂路,807
郑州市金水区南阳路,3846
郑州市金水区南丰街,173
郑州市金水区北环路,2104
郑州市金水区北二七路,210
郑州市金水区北三环,778
郑州市金水区勤工路,503
郑州市金水区凤台路,239
郑州市金水区农科路北、科明路东,181
郑州市金水区农科路,1244
郑州市金水区农业路东,1040
郑州市金水区农业路,1673
郑州市金水区兴达路,189
郑州市金水区健康路商贸不夜区,128
郑州市金水区健康路,392
郑州市金水区俭学街,173
郑州市金水区信息学院路,116
郑州市金水区信基建材家具城,110
郑州市金水区优胜南路,293
郑州市金水区优胜北路,226
郑州市金水区任砦北街,173
郑州市金水区人民路,635
郑州市金水区二环支路,161
郑州市金水区二七路丹尼斯大卫城,109
郑州市金水区丰庆路,2716
郑州市金水区丰产路,1154
郑州市金水区丰乐路,648
郑州市金水区中方园路,653
郑州市金水区中州大道,663
郑州市金水区东风路街道索凌路,442
郑州市金水区东风路街道文化路,1602
郑州市金水区东风路街道天明路,684
郑州市金水区东风路街道园田路,215
郑州市金水区东风路街道博颂路宋砦小区,146
郑州市金水区东风路街道博颂路,860
郑州市金水区东风路街道勤工路,232
郑州市金水区东风路街道信息学院路,162
郑州市金水区东风路街道丰庆路,331
郑州市金水区东风路街道东风路,3106
郑州市金水区东风路南、文博东路东,102
郑州市金水区东风路东段,198
郑州市金水区东风路东,239
郑州市金水区东风路,3841
郑州市金水区东里路,356
郑州市金水区东明路北,244
郑州市金水区东明路,317
郑州市金水区东三街北段,178
郑州市金水区东三街信基生活广场,148
郑州市金水区东三街,203
郑州市金水区三全路,1912
郑州市郑东新区龙子湖街道木华广场B座,114
郑州市郑东新区龙子湖办事处陈三桥社区,146
郑州市郑东新区龙子湖办事处薛岗社区,125
郑州市郑东新区龙子湖办事处薛夏南街,169
郑州市郑东新区龙子湖办事处薛夏北街,104
郑州市郑东新区龙子湖办事处磨李社区,286
郑州市郑东新区龙子湖办事处汇艺悦公馆,139
郑州市郑东新区龙子湖办事处木华广场,278
郑州市郑东新区龙子湖办事处时埂社区,199
郑州市郑东新区龙子湖办事处小孟庄社区,110
郑州市郑东新区龙子湖办事处夏庄社区,139
郑州市郑东新区龙子湖办事处博学路,197
郑州市郑东新区龙子湖办事处前牛岗社区,193
郑州市郑东新区黄河南路东祥盛街南,107
郑州市郑东新区黄河东路,219
郑州市郑东新区金水东路,2092
郑州市郑东新区金庄社区,156
郑州市郑东新区通泰路蓝天空港,108
郑州市郑东新区通泰路,646
郑州市郑东新区第十街东,141
郑州市郑东新区福禄路,106
郑州市郑东新区福禄街,190
郑州市郑东新区祭城社区,268
郑州市郑东新区祭城办事处祭城社区心怡路,133
郑州市郑东新区祭城办事处正光路,151
郑州市郑东新区祥盛街,841
郑州市郑东新区盛和街,352
郑州市郑东新区白庄社区,268
郑州市郑东新区熊儿河路,121
郑州市郑东新区永平路,471
郑州市郑东新区民生路,142
郑州市郑东新区正光路,234
郑州市郑东新区正光北街,147
郑州市郑东新区普惠路,481
郑州市郑东新区心怡路,199
郑州市郑东新区康平路,519
郑州市郑东新区平安大道,135
郑州市郑东新区崔庄社区,152
郑州市郑东新区宏图街,148
郑州市郑东新区如意湖办事处商务外环路,273
郑州市郑东新区如意湖办事处商务内环路,391
郑州市郑东新区如意湖办事处商务内环,128
郑州市郑东新区天赋路,750
郑州市郑东新区地润路,420
郑州市郑东新区商鼎路,756
郑州市郑东新区商都路,4927
郑州市郑东新区商务外环路,781
郑州市郑东新区商务外环,201
郑州市郑东新区商务内环路,848
郑州市郑东新区商务内环,168
郑州市郑东新区博学路,142
郑州市郑东新区十里铺街,292
郑州市郑东新区农业南路,198
郑州市郑东新区农业东路,889
郑州市郑东新区兴荣街,195
郑州市郑东新区五洲小区,250
郑州市郑东新区七里河南路,283
郑州市航空港区新港办事处航南新城,138
郑州市管城回族区郑汴路,112
郑州市管城回族区紫荆山路,356
郑州市管城回族区商城东路,104
郑州市管城区青年路,150
郑州市管城区陇海路,268
郑州市管城区陇海东路,890
郑州市管城区锦荣商贸城中区二层,129
郑州市管城区锦荣商贸城中区一层,111
郑州市管城区锦荣商贸城东区一层,111
郑州市管城区银基广场负一楼F,224
郑州市管城区银基广场C,747
郑州市管城区银基广场,366
郑州市管城区金城街,194
郑州市管城区郑汴路,1638
郑州市管城区货站街,188
郑州市管城区货栈街,294
郑州市管城区货栈北街,273
郑州市管城区豫英路,148
郑州市管城区豫泰商厦三楼,104
郑州市管城区豫泰商厦一楼,184
郑州市管城区豫丰街,112
郑州市管城区西大街,341
郑州市管城区花寨路,135
郑州市管城区航海东路,2293
郑州市管城区腾飞路,208
郑州市管城区紫辰路,219
郑州市管城区紫荆山路,1644
郑州市管城区紫东路,167
郑州市管城区石化路,372
郑州市管城区百荣世贸商城D座四层D,101
郑州市管城区百荣世贸商城D座二层D,102
郑州市管城区百荣世贸商城D座一层D,141
郑州市管城区百荣世贸商城C,312
郑州市管城区港湾路,593
郑州市管城区未来路,344
郑州市管城区新郑路,500
郑州市管城区文治路与姚庄南路交叉口紫东钢铁企业园,297
郑州市管城区文治路,214
郑州市管城区文兴路,104
郑州市管城区城南路,139
郑州市管城区城东路,454
郑州市管城区城东南路,718
郑州市管城区商城路,389
郑州市管城区商城东路,305
郑州市管城区南曹乡南曹村,125
郑州市管城区南四环与京广路交叉口西南角百荣世贸商城C,102
郑州市管城区南关街,248
郑州市管城区十八里河镇大王庄村,102
郑州市管城区十八里河镇南小李庄农贸市场,103
郑州市管城区十八里河镇刘湾村,107
郑州市管城区凤凰路,111
郑州市管城区二里岗南街,177
郑州市管城区乔家门,151
郑州市管城区中州大道,302
郑州市管城区东明路,479
郑州市管城区东太康路,135
郑州市管城区东大街,525
郑州市管城区东三马路,364
郑州市惠济区长兴路,346
郑州市惠济区金杯路,108
郑州市惠济区迎宾路,219
郑州市惠济区英才街,218
郑州市惠济区花园口家具城,190
郑州市惠济区绿源路,119
郑州市惠济区电厂路,124
郑州市惠济区生产路,245
郑州市惠济区怡丰新都汇,116
郑州市惠济区开元路,154
郑州市惠济区天河路,119
郑州市惠济区南阳路,1367
郑州市惠济区兴隆铺路,247
郑州市惠济区信基调味食品城冻品鲜活交易中心,120
郑州市惠济区信基调味食品城,455
郑州市惠济区中部两岸海鲜港A,126
郑州市惠济区中原物流港交易大厅,117
郑州市惠济区中原物流港,156
郑州市惠济区三全路,140
郑州市二七区马寨镇东方路,136
郑州市二七区陇海中路,537
郑州市二七区陇海东路,444
郑州市二七区长江路,202
郑州市二七区长江中路,938
郑州市二七区长江东路,132
郑州市二七区铭功路,955
郑州市二七区铁英街,194
郑州市二七区钱塘衣城,508
郑州市二七区金城服饰广场负,104
郑州市二七区金城服饰广场,235
郑州市二七区郑航街,124
郑州市二七区郑密路,489
郑州市二七区连云路,305
郑州市二七区贺江路,113
郑州市二七区解放路,183
郑州市二七区西陈庄后街,116
郑州市二七区西陈庄前街,147
郑州市二七区苑陵街,627
郑州市二七区航海路,221
郑州市二七区航海中路,870
郑州市二七区福寿街,1017
郑州市二七区祥云路,130
郑州市二七区碧云路,310
郑州市二七区煤厂北拐,133
郑州市二七区淮河路,135
郑州市二七区淮河东路,126
郑州市二七区淮南街,223
郑州市二七区淮北街,101
郑州市二七区汝河路,193
郑州市二七区永安街,263
郑州市二七区民安路,121
郑州市二七区民主路,272
郑州市二七区棉纺东路,371
郑州市二七区桃源路,183
郑州市二七区新圃西街,102
郑州市二七区政通路,840
郑州市二七区恒泰服饰广场,241
郑州市二七区德化街,363
郑州市二七区康复前街,200
郑州市二七区庆丰街,321
郑州市二七区幸福路,116
郑州市二七区工人路,137
郑州市二七区嵩山南路,1193
郑州市二七区天隆服装城,275
郑州市二七区大学路,1076
郑州市二七区大学南路锦荣轻纺城,203
郑州市二七区大学南路,1478
郑州市二七区大学北路,156
郑州市二七区大学中路,379
郑州市二七区大同路,213
郑州市二七区勤劳街,176
郑州市二七区兴隆街,101
郑州市二七区兴华南街,719
郑州市二七区兴华北街,157
郑州市二七区保全街,131
郑州市二七区侯寨乡郑密路中段,107
郑州市二七区侯寨乡郑密路中原第一城B区,207
郑州市二七区侯寨乡郑密路中原第一城A区,101
郑州市二七区侯寨乡中原粮油市场,102
郑州市二七区京广鞋城,154
郑州市二七区京广路,121
郑州市二七区京广南路,592
郑州市二七区京广中路,160
郑州市二七区交通路,416
郑州市二七区二马路,293
郑州市二七区二道街,236
郑州市二七区二七路,510
郑州市二七区中原路,156
郑州市二七区中原国际鞋城,167
郑州市二七区中原东路,174
郑州市二七区世贸购物中心M,206
郑州市二七区世贸购物中心B,165
郑州市二七区一马路,140
郑州市中牟县刘集镇创智中心,3613
郑州市中原区颖河路,138
郑州市中原区陇海西路,359
郑州市中原区郑上路中段,131
郑州市中原区郑上路,381
郑州市中原区西站路,109
郑州市中原区航海西路,127
郑州市中原区秦岭路,485
郑州市中原区电厂路,216
郑州市中原区煤机路,101
郑州市中原区煤仓北路,118
郑州市中原区淮河路,208
郑州市中原区汝河路,343
郑州市中原区汝河小区,132
郑州市中原区棉纺西路,867
郑州市中原区桐柏路,574
郑州市中原区桐柏南路,460
郑州市中原区桐柏北路,277
郑州市中原区建设西路,850
郑州市中原区工农路,104
郑州市中原区工人路,323
郑州市中原区嵩山北路,137
郑州市中原区岗坡路,152
郑州市中原区友爱路,126
郑州市中原区华山路,310
郑州市中原区前进路,283
郑州市中原区冉屯路,148
郑州市中原区六厂前街,114
郑州市中原区元通纺织城,112
郑州市中原区伏牛路,218
郑州市中原区伊河路,147
郑州市中原区中原西路,597
郑州市中原区中原中路,1188
郑州市上街区济源路,144
郑州市上街区新乡路新农贸市场A,153
郑州市上街区中心路,174
郏县黄道镇黄南村,113
郏县堂街镇堂西村,228
郏县冢头镇西寨村,122
郎中乡郎中集,119
邓州市穰东镇仲景路,120
邓州市穰东镇东街,145
邓州市穰东镇三市场,137
邓州市白牛镇白牛街,247
邓州市白牛乡白牛街,101
邓州市汲滩镇元庄街,251
邓州市新风市场,167
遂平县花庄街,144
遂平县石寨铺街,266
遂平县玉山镇玉山街,265
遂平县槐树乡槐树街,219
遂平县文城街,156
遂平县文城乡文城街,181
遂平县嵖岈山镇,182
遂平县国际商城内,260
遂平县商贸城内,267
遂平县商贸城,132
遂平县凤鸣谷风景区张台街,267
遂平县 国际商城内,121
遂平县 商贸城内,263
通许县金达商贸城,123
通许县解放路,248
通许县行政路,228
通许县竖岗镇竖岗村,215
通许县玉皇庙镇玉皇庙街,125
通许县朱砂镇朱砂街,120
通许县文卫路,342
通许县幸福路,108
通许县四所楼镇四所楼街,271
通许县咸平市场,188
通许县华保市场,116
通许县北阁路,203
通许县北开发区,240
通许县人民路,191
通许县东开发区,348
辛村镇南辛村,107
辉县市张村乡裴寨村,1383
辉县市城南农贸市场,336
赵集镇赵集街,160
赵村乡人民路,661
许昌市魏都区解放路,140
许昌市魏都区华佗路,122
许昌市邓庄乡万洲大都汇家居建材城,107
许昌市解放路魏都农贸市场,103
许昌市解放路南段,144
许昌市解放路,115
许昌市新兴路,113
许昌市建安区苏桥镇南村,120
许昌市建安区张潘镇张三社区,115
许昌市建安区张潘镇张三村,106
许昌市建安区城南纺织品城,120
许昌市建安区五女店镇北街村,110
许昌市东城区许都路,138
西平县芦庙乡芦庙街,114
西平县服装城,176
西平县师灵镇师灵街,112
西平县专探乡专探街,122
西平县,134
西峡县龙乡路,300
西峡县阳城镇阳城村,162
西峡县西坪镇西坪街,157
西峡县莲花街道莲花北路,192
西峡县莲花街道电厂路,104
西峡县莲花街道建设路,101
西峡县紫金街道紫金路,116
西峡县紫金街道白羽路,163
西峡县紫金街道桃园路,118
西峡县紫金街道师范路,103
西峡县紫金街道北大街,317
西峡县紫金街道伏牛路,132
西峡县紫金街道人民路,172
西峡县稻香路,299
西峡县白羽街道莲花南路,261
西峡县白羽街道白羽南路,387
西峡县白羽街道建设路,410
西峡县白羽街道南大街,284
西峡县白羽街道农贸市场一区,132
西峡县白羽街道农贸市场,227
西峡县白羽街道仲景路,413
西峡县白羽北路,118
西峡县工业大道,347
西峡县封湾村,212
西峡县五里桥镇葛营村,184
西峡县五里桥街,323
西峡县丹水镇交通街,133
西峡县世纪大道,307
西华县迟营乡街道,103
襄城县麦岭镇麦岭街,115
襄城县首山市场,124
襄城县范湖乡范西村,138
襄城县紫云镇孙祠堂村,106
襄城县汾陈乡汾陈村,101
裴城镇苏侯村,193
裴城镇三丁村,102
虞城县黄冢乡西街村,194
虞城县黄冢乡西街,130
虞城县黄冢乡人民路路东,112
虞城县黄冢乡人民路,228
虞城县闻集乡闻集村,185
虞城县镇里固乡大街,112
虞城县谷熟镇南头村,107
虞城县谷熟镇北头村,161
虞城县谷熟镇中街村,148
虞城县芒种桥乡芒种桥村,507
虞城县站集镇曙光西村,216
虞城县稍岗镇稍岗村,318
虞城县稍岗乡稍岗村,173
虞城县界沟镇范庄,234
虞城县田庙乡田庙街,111
虞城县杨集镇谢庄村,192
虞城县杨集镇楚庄村,223
虞城县杨集镇杨集村,148
虞城县杨集镇朱屯村,153
虞城县杜集镇北街村,192
虞城县李老家乡张关庙村,286
虞城县李老家乡张关庙市场,183
虞城县李老家乡张关庙,163
虞城县木兰镇肖庄村,126
虞城县木兰镇大高楼村,198
虞城县木兰镇周庄村,103
虞城县张集镇张集村,543
虞城县张集镇大街,192
虞城县店集乡西刘村,126
虞城县店集乡店集村,251
虞城县嵩山路西段北侧,175
虞城县大侯镇营盘村,165
虞城县大侯镇花寺村,126
虞城县城郊乡木兰大道中段北侧,110
虞城县城郊乡木兰大道东段南侧,112
虞城县城关镇胜利路西段南侧,123
虞城县城关镇胜利路西段北侧,128
虞城县城关镇胜利路中段北侧,126
虞城县城关镇胜利路东段北侧,175
虞城县城关镇小学路西段北侧,103
虞城县城关镇大同路西段南侧,111
虞城县城关镇大同路西段北侧,174
虞城县城关镇大同路中段南侧,116
虞城县城关镇大同路中段北侧,119
虞城县城关镇人民路南段西侧,130
虞城县城关镇人民路南段东侧,141
虞城县古王集乡探花路西侧,214
虞城县古王集乡南街路北,1118
虞城县古王集乡南祝庄村,101
虞城县古王集乡东街路北,233
虞城县刘集乡大街,165
虞城县刘店乡刘楼村,109
虞城县刘店乡刘店村,210
虞城县乔集乡大街,445
虞城县乔集乡乔集大街,173
蔡州商城二区,110
获嘉县冯庄镇冯庄村,108
荥阳市高村乡高村街,228
荥阳市贾峪镇楚村,115
荥阳市杨五楼市场,110
荥阳市城关乡李克寨,135
荥阳市京城农贸市场,105
荥阳市五洲城A,325
荥阳市乔楼镇乔楼街,106
舞阳县马村乡马村街,253
舞阳县青岛路工业园,114
舞阳县辛安镇辛安街路北,115
舞阳县舞泉镇商贸城,153
舞阳县章化乡朱左村一组,220
舞阳县章化乡军李村一组,204
舞阳县曹孟村,144
舞阳县北舞渡镇三村,115
舞阳县侯集镇侯苏路,414
舞阳县侯集镇侯安路,201
舞阳县侯集乡和谐路,119
胜利菜市,137
老城区环城西路,137
老城区唐宫东路,103
老君庵五金电料大市场,110
罗山县青山镇双桥街,150
罗山县朱堂乡朱堂街,124
罗山县山店乡山店街,116
罗山县定远乡定远街,188
罗山县周党镇周党街,145
练寺镇南北街,101
红旗区洪门大学城市场,166
红旗区平原路,113
管城回族区乔家门,161
立华公寓,617
禹州市鸿畅镇鸿南村,238
禹州市鸿畅镇鸿北村,202
禹州市鸠山镇唐庄村,162
禹州市颍河大街,192
禹州市颍川街道金坡社区府东路,200
禹州市颍川街道大同路,140
禹州市颍川街道东商贸南,142
禹州市颍川街道东商贸,122
禹州市颍川街道东关社区东关,112
禹州市顺店镇顺东社区,152
禹州市顺店镇顺东村,174
禹州市钧州大街,164
禹州市钧台街道钧州大街,102
禹州市钧台街道花园村,101
禹州市钧台街道建设北路,112
禹州市郭连镇郭西村,173
禹州市郭连镇商博城,122
禹州市远航路,131
禹州市范坡镇范坡村,189
禹州市苌庄乡苌庄村,244
禹州市花石镇花南村,152
禹州市花石镇花北村,114
禹州市花石镇白北村,115
禹州市神垕镇解放路,327
禹州市神垕镇东环路,117
禹州市磨街乡磨街村,113
禹州市火龙镇火龙村,216
禹州市火龙镇扇刘村,103
禹州市浅井镇浅井村,180
